Boro;Offense;Law Cat;Latitude;Longitude
BRONX;WEAPONS;FELONY;40.830725856;-73.867048484
QUEENS;ASSAULT;MISDEMEANOR;40.671785341;-73.811788057
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.594132398;-73.937780737
QUEENS;ASSAULT;VIOLATION;40.764819078;-73.928636091
QUEENS;ASSAULT;VIOLATION;40.603713405;-73.751936098
QUEENS;THEFT&FRAUD;FELONY;40.75353585;-73.822363502
QUEENS;ASSAULT;MISDEMEANOR;40.706042902;-73.90915747
QUEENS;HEALTH&DRUGS;FELONY;40.755443005;-73.943423246
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.608297379;-74.095552825
BRONX;THEFT&FRAUD;MISDEMEANOR;40.861855387;-73.892459187
BRONX;DRIVING;MISDEMEANOR;40.831494004;-73.862056588
BROOKLYN;ASSAULT;VIOLATION;40.66499204;-73.884623052
BROOKLYN;OTHER;FELONY;40.657680323;-73.896569096
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.71498;-74.001714897
BROOKLYN;ASSAULT;VIOLATION;40.632527033;-73.933662961
QUEENS;ASSAULT;MISDEMEANOR;40.734436909;-73.919492677
BRONX;THEFT&FRAUD;MISDEMEANOR;40.832036889;-73.886736442
BRONX;ASSAULT;VIOLATION;40.822320437;-73.889408597
QUEENS;THEFT&FRAUD;FELONY;40.762214187;-73.761290884
BROOKLYN;ASSAULT;FELONY;40.657498709;-73.893066136
MANHATTAN;ASSAULT;MISDEMEANOR;40.871417216;-73.914604666
MANHATTAN;DRIVING;MISDEMEANOR;40.786556014;-73.952554665
BRONX;ASSAULT;FELONY;40.832923173;-73.889297019
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.650218372;-73.959978063
BROOKLYN;ASSAULT;VIOLATION;40.680927847;-73.908647264
BRONX;PUBLIC ORDER;MISDEMEANOR;40.874482551;-73.900303388
QUEENS;THEFT&FRAUD;FELONY;40.751795327;-73.88468566
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.857450927;-73.928937965
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.787567301;-73.943132332
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.835407739;-73.948815692
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.872595407;-73.881276175
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.751892841;-73.969185569
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.643827691;-73.977015248
BRONX;THEFT&FRAUD;FELONY;40.8451231;-73.922564627
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.622153897;-74.027284856
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.745364409;-73.996583812
BRONX;PUBLIC ORDER;MISDEMEANOR;40.86723681;-73.891463445
BROOKLYN;ASSAULT;VIOLATION;40.687595212;-73.874083895
BRONX;PUBLIC ORDER;MISDEMEANOR;40.873068939;-73.874849976
BROOKLYN;PUBLIC ORDER;FELONY;40.643959939;-73.979663719
BRONX;OTHER;FELONY;40.834280024;-73.88745537
MANHATTAN;THEFT&FRAUD;FELONY;40.755357591;-73.989310259
MANHATTAN;ASSAULT;MISDEMEANOR;40.789788465;-73.944517181
BROOKLYN;ASSAULT;MISDEMEANOR;40.674682298;-73.940294044
BROOKLYN;THEFT&FRAUD;FELONY;40.658845109;-73.880596944
BROOKLYN;THEFT&FRAUD;FELONY;40.682907777;-73.976619593
STATEN ISLAND;ASSAULT;VIOLATION;40.595289149;-74.166037899
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.798841501;-73.968871281
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.709386647;-73.869782908
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.719971668;-73.844235287
BROOKLYN;ASSAULT;VIOLATION;40.681013375;-73.994344531
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.667929016;-73.956067132
BRONX;ASSAULT;MISDEMEANOR;40.853115291;-73.883009882
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.726823891;-73.975990843
BRONX;THEFT&FRAUD;FELONY;40.832924494;-73.929386959
QUEENS;THEFT&FRAUD;FELONY;40.760038405;-73.888075343
MANHATTAN;ASSAULT;FELONY;40.723169283;-73.984127538
BROOKLYN;OTHER;FELONY;40.664426491;-73.932924751
MANHATTAN;ASSAULT;VIOLATION;40.808981375;-73.94832667
BROOKLYN;DRIVING;MISDEMEANOR;40.67808089;-73.941383398
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.641970659;-74.077043958
MANHATTAN;THEFT&FRAUD;FELONY;40.808002994;-73.94005525
BROOKLYN;ASSAULT;VIOLATION;40.629988743;-73.958426636
BRONX;ASSAULT;VIOLATION;40.820424948;-73.902830361
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.720416678;-73.987248731
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.802336853;-73.949357635
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.741193595;-73.826560836
BROOKLYN;ASSAULT;VIOLATION;40.67283536;-73.981601607
BRONX;THEFT&FRAUD;FELONY;40.833776359;-73.918429299
MANHATTAN;ASSAULT;VIOLATION;40.732293315;-73.987921193
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.731393662;-74.001184922
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.821472723;-73.905278471
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.825376043;-73.938099286
QUEENS;THEFT&FRAUD;FELONY;40.691063451;-73.796552471
BROOKLYN;ASSAULT;MISDEMEANOR;40.655423396;-73.915893881
BRONX;ASSAULT;FELONY;40.814892347;-73.921880878
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.718880958;-73.945110113
BRONX;ASSAULT;FELONY;40.842803108;-73.897076401
MANHATTAN;THEFT&FRAUD;FELONY;40.742858483;-74.002123407
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.709500137;-73.935984996
STATEN ISLAND;ASSAULT;VIOLATION;40.623226819;-74.149226973
QUEENS;OTHER;VIOLATION;40.590114963;-73.814092142
QUEENS;THEFT&FRAUD;FELONY;40.712362272;-73.89122506
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.736435957;-73.956913245
BROOKLYN;THEFT&FRAUD;FELONY;40.600113989;-73.934062471
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.75894314;-73.734042461
QUEENS;OTHER;FELONY;40.610035502;-73.753587353
MANHATTAN;THEFT&FRAUD;FELONY;40.757711677;-73.982025754
QUEENS;THEFT&FRAUD;FELONY;40.741814869;-73.763817907
MANHATTAN;ASSAULT;VIOLATION;40.757938117;-73.997330352
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.762261113;-73.773661626
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.711704023;-73.900893131
BRONX;THEFT&FRAUD;MISDEMEANOR;40.888666447;-73.913059882
QUEENS;ASSAULT;MISDEMEANOR;40.692451255;-73.862560613
BRONX;PUBLIC ORDER;MISDEMEANOR;40.906668377;-73.84876479
QUEENS;ASSAULT;VIOLATION;40.771966689;-73.933740689
BROOKLYN;PUBLIC ORDER;FELONY;40.620698137;-73.918394315
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.812642367;-73.915095523
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.72153039;-73.982266398
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.664866531;-73.822650098
MANHATTAN;HEALTH&DRUGS;FELONY;40.864816898;-73.919363767
QUEENS;ASSAULT;VIOLATION;40.738032677;-73.759879979
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.737304788;-73.868400429
QUEENS;ASSAULT;MISDEMEANOR;40.717800247;-73.750490581
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.673708343;-73.982531463
BROOKLYN;DRIVING;MISDEMEANOR;40.694566924;-73.943244108
BROOKLYN;THEFT&FRAUD;FELONY;40.676278735;-74.003195625
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.764112259;-73.821162066
QUEENS;THEFT&FRAUD;FELONY;40.693043588;-73.827508273
QUEENS;ASSAULT;FELONY;40.748777154;-73.870196752
STATEN ISLAND;OTHER;FELONY;40.625406085;-74.076700619
BRONX;ASSAULT;MISDEMEANOR;40.865428146;-73.867864886
QUEENS;THEFT&FRAUD;FELONY;40.68490662;-73.843787165
BROOKLYN;ASSAULT;VIOLATION;40.677878376;-73.93731324
BRONX;PUBLIC ORDER;MISDEMEANOR;40.847909751;-73.919680648
BROOKLYN;THEFT&FRAUD;FELONY;40.58345851;-73.95038404
BRONX;PUBLIC ORDER;MISDEMEANOR;40.86483612;-73.892447136
BROOKLYN;OTHER;FELONY;40.644143404;-73.934411737
BROOKLYN;PUBLIC ORDER;FELONY;40.608452701;-73.976386357
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.798841208;-73.952018585
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.807085412;-73.943830883
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.738340633;-74.001286084
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.709723595;-74.006746496
STATEN ISLAND;ASSAULT;VIOLATION;40.624236772;-74.080755533
QUEENS;ASSAULT;VIOLATION;40.756734081;-73.779791351
BRONX;PUBLIC ORDER;MISDEMEANOR;40.818928532;-73.887163398
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.871021844;-73.914420772
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.734645797;-73.99033113
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.740769733;-74.001787735
QUEENS;THEFT&FRAUD;FELONY;40.708307738;-73.780979296
BROOKLYN;DRIVING;MISDEMEANOR;40.682046612;-73.877869315
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.692070384;-73.951904298
BROOKLYN;ASSAULT;MISDEMEANOR;40.633811208;-73.991599536
MANHATTAN;THEFT&FRAUD;FELONY;40.723546328;-74.004309073
QUEENS;PUBLIC ORDER;FELONY;40.687200784;-73.794577477
QUEENS;THEFT&FRAUD;FELONY;40.766442992;-73.922865489
STATEN ISLAND;OTHER;FELONY;40.554972179;-74.140182311
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.622928019;-74.091085316
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.735120728;-73.991456867
MANHATTAN;ASSAULT;VIOLATION;40.785777977;-73.974557647
BRONX;PUBLIC ORDER;MISDEMEANOR;40.815706699;-73.91677153
MANHATTAN;THEFT&FRAUD;FELONY;40.811920986;-73.942551584
BROOKLYN;THEFT&FRAUD;FELONY;40.700621345;-73.919349581
BROOKLYN;OTHER;FELONY;40.653278967;-73.914869464
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.709263769;-73.946081089
BRONX;ASSAULT;FELONY;40.844841767;-73.909376349
BROOKLYN;ASSAULT;VIOLATION;40.666127689;-73.911756695
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.807720938;-73.941319806
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.868723823;-73.925252465
BROOKLYN;THEFT&FRAUD;FELONY;40.653526116;-73.918829881
BROOKLYN;THEFT&FRAUD;FELONY;40.681912856;-73.961520214
MANHATTAN;ASSAULT;MISDEMEANOR;40.846466336;-73.933052038
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.621415599;-74.080078505
BRONX;PUBLIC ORDER;MISDEMEANOR;40.824064237;-73.902582965
BROOKLYN;WEAPONS;MISDEMEANOR;40.587390656;-73.954215514
BRONX;THEFT&FRAUD;MISDEMEANOR;40.815845418;-73.863577471
BRONX;PUBLIC ORDER;MISDEMEANOR;40.891323102;-73.853215861
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.527872241;-74.179834651
BROOKLYN;OTHER;VIOLATION;40.673088044;-73.911231971
MANHATTAN;WEAPONS;MISDEMEANOR;40.737203099;-73.983272598
BROOKLYN;ASSAULT;MISDEMEANOR;40.657943282;-73.948879764
QUEENS;ASSAULT;VIOLATION;40.71324788;-73.765426933
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.80111356;-73.9346869
BROOKLYN;ASSAULT;MISDEMEANOR;40.668146816;-73.978895747
BRONX;ASSAULT;MISDEMEANOR;40.827132073;-73.898520686
QUEENS;ASSAULT;MISDEMEANOR;40.691743213;-73.763064918
MANHATTAN;THEFT&FRAUD;FELONY;40.803848397;-73.953998008
MANHATTAN;ASSAULT;FELONY;40.817580404;-73.942156513
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.826405951;-73.92115554
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.613968846;-73.988526091
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.801011974;-73.945161585
BROOKLYN;PUBLIC ORDER;FELONY;40.619097046;-73.976544685
BRONX;ASSAULT;VIOLATION;40.830991741;-73.893105307
BROOKLYN;THEFT&FRAUD;FELONY;40.694778501;-73.996936201
QUEENS;PUBLIC ORDER;FELONY;40.606166743;-73.759439499
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.817217733;-73.953472135
MANHATTAN;ASSAULT;VIOLATION;40.799574452;-73.935905603
MANHATTAN;ASSAULT;VIOLATION;40.829884885;-73.936761711
MANHATTAN;THEFT&FRAUD;FELONY;40.703824542;-74.013151327
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.73963185;-73.907368722
BRONX;THEFT&FRAUD;FELONY;40.816980584;-73.921152255
BRONX;PUBLIC ORDER;MISDEMEANOR;40.885656432;-73.877719503
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.688947184;-73.946476131
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.71655803;-73.801921762
BRONX;WEAPONS;FELONY;40.806538101;-73.918910596
BRONX;HEALTH&DRUGS;FELONY;40.847401493;-73.90462348
STATEN ISLAND;DRIVING;MISDEMEANOR;40.634266988;-74.120640995
BRONX;ASSAULT;MISDEMEANOR;40.885059625;-73.836792709
STATEN ISLAND;HEALTH&DRUGS;FELONY;40.547035915;-74.19535491
BROOKLYN;ASSAULT;MISDEMEANOR;40.676080719;-73.905430888
BRONX;THEFT&FRAUD;FELONY;40.880468415;-73.877201072
BROOKLYN;ASSAULT;FELONY;40.674244443;-73.948697832
BROOKLYN;ASSAULT;MISDEMEANOR;40.671268956;-73.895708082
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.786063981;-73.977197262
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.624830625;-73.964672792
BRONX;THEFT&FRAUD;MISDEMEANOR;40.852399561;-73.889217613
BROOKLYN;THEFT&FRAUD;FELONY;40.617018189;-74.012647955
MANHATTAN;ASSAULT;VIOLATION;40.719858974;-73.983222838
BRONX;THEFT&FRAUD;FELONY;40.864122487;-73.889530698
MANHATTAN;THEFT&FRAUD;FELONY;40.781198236;-73.959614086
STATEN ISLAND;WEAPONS;FELONY;40.52290687;-74.216405438
STATEN ISLAND;DRIVING;MISDEMEANOR;40.54074095;-74.184398993
BROOKLYN;PUBLIC ORDER;FELONY;40.666267756;-73.884018872
BROOKLYN;THEFT&FRAUD;FELONY;40.686731895;-73.90721144
BROOKLYN;ASSAULT;MISDEMEANOR;40.605369762;-74.007006048
QUEENS;ASSAULT;FELONY;40.725304327;-73.90750048
STATEN ISLAND;ASSAULT;VIOLATION;40.55765233;-74.156256461
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.824210201;-73.906495831
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.61398769;-73.970884442
BRONX;PUBLIC ORDER;MISDEMEANOR;40.892407663;-73.857929899
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.702077615;-73.779809594
BRONX;THEFT&FRAUD;FELONY;40.882854569;-73.848073987
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.637419187;-74.169709774
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.577904067;-73.960100589
QUEENS;THEFT&FRAUD;FELONY;40.705715275;-73.744357405
MANHATTAN;WEAPONS;FELONY;40.855896856;-73.928017825
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.755665178;-73.884440736
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.715240401;-73.990846176
QUEENS;ASSAULT;VIOLATION;40.737972078;-73.884013141
BROOKLYN;THEFT&FRAUD;FELONY;40.641515918;-73.96377755
BRONX;THEFT&FRAUD;FELONY;40.810728492;-73.921719592
QUEENS;ASSAULT;VIOLATION;40.596221124;-73.792635642
MANHATTAN;ASSAULT;MISDEMEANOR;40.788225173;-73.953441838
BROOKLYN;THEFT&FRAUD;FELONY;40.68673597;-73.990467881
BRONX;THEFT&FRAUD;FELONY;40.858581828;-73.851234768
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.763173282;-73.967501759
BRONX;ASSAULT;VIOLATION;40.827368726;-73.902404685
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.668232653;-73.953439079
BRONX;THEFT&FRAUD;MISDEMEANOR;40.810360558;-73.906768159
BRONX;THEFT&FRAUD;MISDEMEANOR;40.857429431;-73.899949375
BRONX;THEFT&FRAUD;FELONY;40.902739101;-73.841408584
QUEENS;ASSAULT;MISDEMEANOR;40.751892758;-73.861052018
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.844323751;-73.93991048
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.73563375;-73.98860618
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.795581553;-73.932297815
MANHATTAN;THEFT&FRAUD;FELONY;40.757379872;-73.984126607
BROOKLYN;THEFT&FRAUD;FELONY;40.669887329;-73.980744471
BROOKLYN;THEFT&FRAUD;FELONY;40.674930702;-73.963207823
QUEENS;ASSAULT;VIOLATION;40.703554914;-73.799677386
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.65690638;-73.885091156
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.747453472;-73.811985715
BRONX;ASSAULT;VIOLATION;40.839739531;-73.913178032
BRONX;OTHER;FELONY;40.867395152;-73.882200188
BROOKLYN;ASSAULT;VIOLATION;40.678944137;-73.9096126
BRONX;THEFT&FRAUD;FELONY;40.813368414;-73.90300323
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.820208596;-73.92147721
STATEN ISLAND;DRIVING;MISDEMEANOR;40.608283113;-74.132126048
BRONX;PUBLIC ORDER;FELONY;40.816366145;-73.867626311
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.71803315;-73.979745736
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.754989552;-73.844434938
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.727854306;-73.982228636
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.650827329;-73.837783742
BRONX;PUBLIC ORDER;MISDEMEANOR;40.861872559;-73.912809305
BROOKLYN;THEFT&FRAUD;FELONY;40.697489642;-73.98703313
BRONX;DRIVING;MISDEMEANOR;40.856213589;-73.890931965
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.673423227;-73.941820094
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.809922168;-73.960586457
BRONX;ASSAULT;VIOLATION;40.820646551;-73.901980985
BRONX;THEFT&FRAUD;MISDEMEANOR;40.814276625;-73.91295475
MANHATTAN;THEFT&FRAUD;FELONY;40.757989139;-73.983653605
QUEENS;ASSAULT;VIOLATION;40.696179049;-73.794632758
BROOKLYN;THEFT&FRAUD;FELONY;40.680785613;-73.974475116
BRONX;WEAPONS;FELONY;40.834065388;-73.889728765
QUEENS;THEFT&FRAUD;FELONY;40.715272681;-73.819814121
STATEN ISLAND;DRIVING;MISDEMEANOR;40.623848889;-74.081979859
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.744030504;-74.001271759
BRONX;THEFT&FRAUD;FELONY;40.821406501;-73.919250169
MANHATTAN;ASSAULT;VIOLATION;40.808343756;-73.940860491
BROOKLYN;ASSAULT;MISDEMEANOR;40.646839463;-73.89773184
MANHATTAN;DRIVING;MISDEMEANOR;40.737368955;-73.996840424
BROOKLYN;ASSAULT;MISDEMEANOR;40.666510039;-73.938293573
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.749780113;-73.987780874
QUEENS;ASSAULT;VIOLATION;40.734402639;-73.860601366
QUEENS;ASSAULT;VIOLATION;40.589788318;-73.788677052
BRONX;DRIVING;MISDEMEANOR;40.862687571;-73.909041119
BRONX;THEFT&FRAUD;MISDEMEANOR;40.867300246;-73.870475195
BRONX;THEFT&FRAUD;MISDEMEANOR;40.90456445;-73.849717378
QUEENS;DRIVING;MISDEMEANOR;40.679980738;-73.776233907
BROOKLYN;ASSAULT;VIOLATION;40.710827597;-73.944633401
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.791535421;-73.970351765
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.669342832;-73.913079006
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.727963839;-73.980630277
BROOKLYN;THEFT&FRAUD;FELONY;40.598812632;-73.997707611
QUEENS;OTHER;FELONY;40.751155322;-73.85729996
QUEENS;PUBLIC ORDER;FELONY;40.710254725;-73.821241636
MANHATTAN;THEFT&FRAUD;FELONY;40.729755009;-73.996967067
MANHATTAN;THEFT&FRAUD;FELONY;40.747729682;-73.986839293
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.721850259;-73.956749508
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.641666331;-73.937040978
BROOKLYN;ASSAULT;MISDEMEANOR;40.695438808;-73.983225376
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.810799905;-73.935056702
BROOKLYN;OTHER;FELONY;40.667297692;-73.909163377
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.758957627;-73.96848203
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.671774068;-73.928057918
BRONX;PUBLIC ORDER;MISDEMEANOR;40.833064184;-73.905916043
STATEN ISLAND;ASSAULT;VIOLATION;40.606961153;-74.101388829
QUEENS;ASSAULT;VIOLATION;40.756728712;-73.914213875
MANHATTAN;THEFT&FRAUD;FELONY;40.76841722;-73.990929124
BRONX;OTHER;FELONY;40.827370965;-73.868706492
BRONX;PUBLIC ORDER;MISDEMEANOR;40.902385798;-73.848098074
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.593961074;-73.753200179
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.705231794;-73.832179928
BROOKLYN;ASSAULT;VIOLATION;40.696295596;-73.947923553
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.63459122;-73.97573579
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.632874015;-73.897771255
BROOKLYN;THEFT&FRAUD;FELONY;40.670515149;-73.929566108
MANHATTAN;OTHER;FELONY;40.711147985;-74.008831519
BROOKLYN;HEALTH&DRUGS;FELONY;40.69817414;-73.944452772
BRONX;THEFT&FRAUD;FELONY;40.86028179;-73.824587306
QUEENS;THEFT&FRAUD;FELONY;40.759577798;-73.8301407
BROOKLYN;ASSAULT;VIOLATION;40.666210502;-73.932760748
BROOKLYN;OTHER;FELONY;40.628374084;-74.000833638
MANHATTAN;THEFT&FRAUD;FELONY;40.720663793;-73.988063995
BROOKLYN;ASSAULT;MISDEMEANOR;40.647463676;-74.009669936
BRONX;ASSAULT;FELONY;40.861186817;-73.90635708
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.721877518;-74.004204344
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.58996484;-73.809577511
MANHATTAN;THEFT&FRAUD;FELONY;40.711545552;-73.986745438
QUEENS;ASSAULT;MISDEMEANOR;40.698962054;-73.792990483
BRONX;ASSAULT;VIOLATION;40.855578216;-73.863839389
QUEENS;THEFT&FRAUD;FELONY;40.764830055;-73.822077072
MANHATTAN;THEFT&FRAUD;FELONY;40.856828627;-73.934852701
BROOKLYN;ASSAULT;MISDEMEANOR;40.651115823;-73.952517637
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.66313454;-73.950894284
QUEENS;THEFT&FRAUD;FELONY;40.592451366;-73.786025745
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.763960443;-73.929398704
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.684199483;-73.889698956
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.757862291;-73.967818384
QUEENS;ASSAULT;VIOLATION;40.740844111;-73.879656089
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.689106963;-73.915425902
QUEENS;THEFT&FRAUD;FELONY;40.595534655;-73.777805991
BRONX;HEALTH&DRUGS;FELONY;40.83398825;-73.886603027
BRONX;THEFT&FRAUD;FELONY;40.848019724;-73.884352587
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.709610105;-73.941474704
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.753101075;-73.868603829
BROOKLYN;OTHER;FELONY;40.674749917;-73.997769895
QUEENS;THEFT&FRAUD;FELONY;40.658551445;-73.771663547
BRONX;PUBLIC ORDER;MISDEMEANOR;40.852381909;-73.913515771
BROOKLYN;ASSAULT;MISDEMEANOR;40.689316277;-73.993683952
BRONX;ASSAULT;MISDEMEANOR;40.862758367;-73.904934062
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.68008073;-73.872241313
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.654857394;-73.922904401
QUEENS;DRIVING;MISDEMEANOR;40.724443869;-73.869295299
QUEENS;THEFT&FRAUD;FELONY;40.773705878;-73.796769356
QUEENS;THEFT&FRAUD;FELONY;40.771533497;-73.897016861
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.714504012;-73.936294019
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.73261505;-74.002797817
BRONX;THEFT&FRAUD;FELONY;40.850189399;-73.910583569
BROOKLYN;DRIVING;MISDEMEANOR;40.716457704;-73.959213215
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.737912931;-73.906497853
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.598198945;-73.952407626
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.735120728;-73.991456867
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.815390931;-73.909326134
BRONX;;FELONY;40.850865812;-73.915849182
MANHATTAN;THEFT&FRAUD;FELONY;40.863698177;-73.917065772
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.606586699;-74.162234094
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.677756138;-73.951290912
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.802505749;-73.940909022
STATEN ISLAND;ASSAULT;FELONY;40.630250957;-74.163213908
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.721323154;-74.000257587
MANHATTAN;ASSAULT;VIOLATION;40.718127975;-73.991985729
BROOKLYN;ASSAULT;MISDEMEANOR;40.578639825;-73.953220741
MANHATTAN;ASSAULT;FELONY;40.738560221;-73.999683896
QUEENS;ASSAULT;VIOLATION;40.710403418;-73.850447293
MANHATTAN;ASSAULT;FELONY;40.725426295;-73.992075048
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.674420279;-73.991872012
BROOKLYN;ASSAULT;MISDEMEANOR;40.662518015;-73.927011804
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.728836035;-73.782517398
BRONX;PUBLIC ORDER;MISDEMEANOR;40.880124585;-73.902280235
STATEN ISLAND;ASSAULT;VIOLATION;40.624540701;-74.136686423
BRONX;PUBLIC ORDER;MISDEMEANOR;40.850285555;-73.903871122
STATEN ISLAND;;FELONY;40.5149214;-74.245439155
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.87937846;-73.860047895
