Boro;Offense;Law Cat;Latitude;Longitude
MANHATTAN;ASSAULT;FELONY;40.796790443;-73.939404406
BROOKLYN;ASSAULT;FELONY;40.676729005;-73.906064484
MANHATTAN;DRIVING;MISDEMEANOR;40.740181295;-73.984264222
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.650755495;-73.909931885
BRONX;PUBLIC ORDER;MISDEMEANOR;40.846272027;-73.88503513
BRONX;ASSAULT;MISDEMEANOR;40.880790549;-73.883463845
QUEENS;OTHER;FELONY;40.763441092;-73.862031477
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.595487172;-73.78458289
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.593586133;-73.932815871
MANHATTAN;ASSAULT;MISDEMEANOR;40.820369696;-73.938132846
QUEENS;ASSAULT;VIOLATION;40.703493339;-73.893526143
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.668608913;-73.985124619
BROOKLYN;ASSAULT;MISDEMEANOR;40.635767239;-73.914880994
MANHATTAN;ASSAULT;MISDEMEANOR;40.719483607;-73.988663053
QUEENS;THEFT&FRAUD;FELONY;40.724276467;-73.816939636
QUEENS;ASSAULT;MISDEMEANOR;40.610035502;-73.753587353
BRONX;THEFT&FRAUD;MISDEMEANOR;40.896068724;-73.844864358
BROOKLYN;THEFT&FRAUD;FELONY;40.729807927;-73.958418487
STATEN ISLAND;ASSAULT;VIOLATION;40.579481971;-74.078030257
BROOKLYN;THEFT&FRAUD;FELONY;40.621949137;-73.917517441
BRONX;PUBLIC ORDER;MISDEMEANOR;40.81589916;-73.917230106
QUEENS;THEFT&FRAUD;FELONY;40.738026489;-73.870672367
BRONX;ASSAULT;VIOLATION;40.829903219;-73.897370981
BRONX;THEFT&FRAUD;FELONY;40.894445378;-73.848061964
BRONX;THEFT&FRAUD;FELONY;40.841272204;-73.918481548
MANHATTAN;ASSAULT;VIOLATION;40.78984493;-73.95435437
BROOKLYN;ASSAULT;MISDEMEANOR;40.632844869;-74.027231583
BRONX;PUBLIC ORDER;FELONY;40.862287738;-73.867455371
BROOKLYN;ASSAULT;VIOLATION;40.601803273;-73.983313718
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.749801797;-73.883848179
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.697283951;-73.919699823
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.584327988;-74.087464863
BROOKLYN;ASSAULT;MISDEMEANOR;40.698054484;-73.914841143
BRONX;THEFT&FRAUD;MISDEMEANOR;40.846288402;-73.90959847
BROOKLYN;ASSAULT;FELONY;40.660036674;-73.960602924
BROOKLYN;DRIVING;MISDEMEANOR;40.60466586;-73.946550898
BROOKLYN;ASSAULT;VIOLATION;40.668854705;-73.867493702
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.663975077;-73.877952866
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.709429566;-74.011110892
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.721787845;-73.978979776
BRONX;ASSAULT;MISDEMEANOR;40.856104113;-73.894214492
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.738179268;-73.977603369
BRONX;THEFT&FRAUD;MISDEMEANOR;40.837739758;-73.926653338
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.760622389;-73.994756504
MANHATTAN;THEFT&FRAUD;FELONY;40.804384046;-73.937421669
QUEENS;OTHER;VIOLATION;40.585038027;-73.819863079
BRONX;PUBLIC ORDER;MISDEMEANOR;40.830745797;-73.910490451
BRONX;THEFT&FRAUD;MISDEMEANOR;40.83111635;-73.930411516
BRONX;ASSAULT;VIOLATION;40.818819683;-73.903302382
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.687299008;-73.831370493
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.740530748;-73.879216399
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.708729941;-73.810060625
BROOKLYN;THEFT&FRAUD;FELONY;40.629386795;-74.025663024
BRONX;ASSAULT;VIOLATION;40.880802011;-73.859271018
BRONX;ASSAULT;MISDEMEANOR;40.834516921;-73.917709256
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.671864366;-73.904975435
QUEENS;ASSAULT;FELONY;40.597698782;-73.749063286
BROOKLYN;WEAPONS;FELONY;40.654495142;-73.89520812
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.750586023;-73.870265411
BRONX;PUBLIC ORDER;MISDEMEANOR;40.824722374;-73.905161836
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.846801076;-73.889967891
MANHATTAN;ASSAULT;MISDEMEANOR;40.712997905;-74.009463017
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.751046267;-73.909558083
MANHATTAN;THEFT&FRAUD;FELONY;40.706286803;-74.011189718
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.701541003;-74.012187932
BROOKLYN;ASSAULT;FELONY;40.686526638;-73.960983904
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.762069525;-73.92974364
BROOKLYN;ASSAULT;FELONY;40.671624086;-73.925289503
BROOKLYN;ASSAULT;VIOLATION;40.698330894;-73.917495073
QUEENS;THEFT&FRAUD;FELONY;40.705069481;-73.867685009
MANHATTAN;PUBLIC ORDER;FELONY;40.779163;-73.955834874
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.630267966;-74.002451267
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.744151173;-73.974367839
MANHATTAN;ASSAULT;VIOLATION;40.807665162;-73.951206685
BRONX;ASSAULT;VIOLATION;40.821799082;-73.919372536
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.612027186;-73.980444209
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.633826089;-74.020869303
BROOKLYN;ASSAULT;FELONY;40.671797983;-73.953104937
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.759926328;-73.96778129
BROOKLYN;ASSAULT;VIOLATION;40.680258114;-73.868887961
QUEENS;ASSAULT;FELONY;40.78928776;-73.816381699
BROOKLYN;THEFT&FRAUD;FELONY;40.670402862;-73.877490497
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.808520388;-73.955190461
BRONX;THEFT&FRAUD;FELONY;40.873097888;-73.901947057
BROOKLYN;THEFT&FRAUD;FELONY;40.652693383;-73.91360164
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.694602482;-73.973121123
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.75766554;-73.985776115
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.793668119;-73.941689734
STATEN ISLAND;ASSAULT;VIOLATION;40.632487404;-74.147370617
MANHATTAN;ASSAULT;MISDEMEANOR;40.748506813;-73.990588972
MANHATTAN;ASSAULT;MISDEMEANOR;40.75091695;-73.994396346
BROOKLYN;ASSAULT;VIOLATION;40.696526752;-73.916346908
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.867363156;-73.922162716
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.738878925;-73.810357188
QUEENS;DRIVING;MISDEMEANOR;40.74877053;-73.869193435
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.720770598;-73.846430436
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.678326024;-73.97328271
BRONX;ASSAULT;FELONY;40.827697536;-73.876102433
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.622783169;-73.93887434
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.677424845;-73.983042433
QUEENS;ASSAULT;MISDEMEANOR;40.755216449;-73.914338544
BROOKLYN;ASSAULT;VIOLATION;40.696243235;-73.941756906
BRONX;THEFT&FRAUD;FELONY;40.847997723;-73.898915362
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.730630145;-73.857383603
BRONX;HEALTH&DRUGS;FELONY;40.890604314;-73.860103831
QUEENS;THEFT&FRAUD;FELONY;40.748695941;-73.884124397
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.651698159;-73.868446756
BROOKLYN;ASSAULT;VIOLATION;40.643313096;-73.947791939
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.762897226;-73.987525779
MANHATTAN;THEFT&FRAUD;FELONY;40.794515091;-73.966323533
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.761980405;-73.971613913
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.753158581;-73.911623363
MANHATTAN;OTHER;VIOLATION;40.765024079;-73.98483595
BROOKLYN;ASSAULT;MISDEMEANOR;40.659621538;-73.958682093
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.771997394;-73.925588482
MANHATTAN;ASSAULT;FELONY;40.716814588;-73.980388217
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.791880695;-73.968246146
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.738377696;-73.886155904
BRONX;THEFT&FRAUD;FELONY;40.805225863;-73.914747379
QUEENS;WEAPONS;MISDEMEANOR;40.681242296;-73.790251266
QUEENS;PUBLIC ORDER;FELONY;40.723990413;-73.804876074
BROOKLYN;THEFT&FRAUD;FELONY;40.661076321;-73.958821762
QUEENS;HEALTH&DRUGS;MISDEMEANOR;40.590458601;-73.811055926
MANHATTAN;THEFT&FRAUD;FELONY;40.705235272;-74.013826065
BRONX;THEFT&FRAUD;MISDEMEANOR;40.830798914;-73.826948796
QUEENS;ASSAULT;VIOLATION;40.752160501;-73.89043461
QUEENS;HEALTH&DRUGS;MISDEMEANOR;40.743124599;-73.956068073
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.842838501;-73.939217894
QUEENS;ASSAULT;VIOLATION;40.596011813;-73.742116381
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.662301245;-73.758429671
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.857285546;-73.932339841
MANHATTAN;ASSAULT;FELONY;40.778016975;-73.980211324
MANHATTAN;ASSAULT;MISDEMEANOR;40.712072861;-74.01015545
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.717942845;-73.888842266
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.629414569;-74.024160735
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.700375871;-73.951469136
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.765912797;-73.980944144
BRONX;ASSAULT;FELONY;40.824304526;-73.922675571
STATEN ISLAND;ASSAULT;VIOLATION;40.576060535;-74.104052542
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.614487875;-74.163013284
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.738537345;-73.985455428
MANHATTAN;THEFT&FRAUD;FELONY;40.782800942;-73.979599654
BRONX;PUBLIC ORDER;MISDEMEANOR;40.878019294;-73.905440195
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.679980738;-73.776233907
BRONX;ASSAULT;MISDEMEANOR;40.828874317;-73.865668235
MANHATTAN;ASSAULT;VIOLATION;40.755925867;-73.963213622
BRONX;ASSAULT;VIOLATION;40.855035379;-73.829224556
BROOKLYN;THEFT&FRAUD;FELONY;40.588502684;-73.972674166
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.642239516;-74.016886651
STATEN ISLAND;THEFT&FRAUD;FELONY;40.634357651;-74.083430328
BRONX;PUBLIC ORDER;MISDEMEANOR;40.871504541;-73.869957184
BROOKLYN;ASSAULT;MISDEMEANOR;40.644991726;-73.951361675
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.653031049;-73.737899221
BROOKLYN;ASSAULT;VIOLATION;40.690574303;-73.945349772
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.789330948;-73.946319597
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.677795065;-73.888808235
BRONX;ASSAULT;VIOLATION;40.833942239;-73.920138383
BRONX;THEFT&FRAUD;MISDEMEANOR;40.841694933;-73.911108193
MANHATTAN;ASSAULT;FELONY;40.811287181;-73.943007304
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.733926841;-73.871582398
MANHATTAN;THEFT&FRAUD;FELONY;40.756642042;-73.988371577
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.828719891;-73.945066481
QUEENS;THEFT&FRAUD;FELONY;40.752819326;-73.950001643
QUEENS;ASSAULT;FELONY;40.701973909;-73.771662692
BRONX;ASSAULT;MISDEMEANOR;40.835079193;-73.917159266
MANHATTAN;THEFT&FRAUD;FELONY;40.737203099;-73.983272598
MANHATTAN;THEFT&FRAUD;FELONY;40.775135338;-73.982291841
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.797088586;-73.942752192
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.673245965;-73.964989625
MANHATTAN;THEFT&FRAUD;FELONY;40.762553366;-73.968938778
BROOKLYN;WEAPONS;FELONY;40.66416202;-73.94681682
BRONX;THEFT&FRAUD;MISDEMEANOR;40.856576728;-73.843893678
BROOKLYN;ASSAULT;FELONY;40.577191856;-74.00057021
MANHATTAN;ASSAULT;MISDEMEANOR;40.758228256;-73.986122517
BRONX;PUBLIC ORDER;MISDEMEANOR;40.829747076;-73.907463693
BROOKLYN;ASSAULT;MISDEMEANOR;40.586291409;-73.966241312
BROOKLYN;DRIVING;MISDEMEANOR;40.628169744;-73.941358783
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.573906324;-73.999385899
STATEN ISLAND;PUBLIC ORDER;FELONY;40.633593411;-74.101930089
BROOKLYN;ASSAULT;MISDEMEANOR;40.576633652;-73.98477432
QUEENS;THEFT&FRAUD;FELONY;40.744651168;-73.858035666
MANHATTAN;ASSAULT;FELONY;40.716835174;-73.99171894
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.687024772;-73.920815537
BRONX;THEFT&FRAUD;FELONY;40.817356155;-73.909330682
STATEN ISLAND;THEFT&FRAUD;FELONY;40.628223339;-74.166494504
BROOKLYN;ASSAULT;MISDEMEANOR;40.655300427;-74.001518743
BROOKLYN;OTHER;FELONY;40.682084646;-73.89115186
MANHATTAN;THEFT&FRAUD;FELONY;40.743334989;-73.984079429
STATEN ISLAND;THEFT&FRAUD;FELONY;40.589251811;-74.06765791
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.758775044;-73.992388729
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.850810436;-73.931739169
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.647020039;-73.958124133
MANHATTAN;THEFT&FRAUD;FELONY;40.723658594;-73.9910218
BROOKLYN;ASSAULT;FELONY;40.689061354;-73.964999351
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.737312676;-73.918446353
BRONX;THEFT&FRAUD;MISDEMEANOR;40.86157703;-73.891241309
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.610958683;-73.965468893
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.848060937;-73.937825162
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.755124757;-74.002473913
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.732855777;-73.863884488
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.819095837;-73.942852488
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.651013998;-73.945706517
QUEENS;ASSAULT;MISDEMEANOR;40.578222702;-73.838338065
BROOKLYN;ASSAULT;VIOLATION;40.613241664;-74.009405651
BRONX;THEFT&FRAUD;MISDEMEANOR;40.831045256;-73.900776805
BROOKLYN;ASSAULT;MISDEMEANOR;40.685351995;-73.919075989
BRONX;DRIVING;MISDEMEANOR;40.822570299;-73.871003056
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.679743399;-73.951397621
BRONX;ASSAULT;MISDEMEANOR;40.879467784;-73.863587959
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.618661939;-73.931695607
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.86770011;-73.921215047
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.66456903;-73.884310188
BROOKLYN;DRIVING;MISDEMEANOR;40.676198156;-73.908091336
QUEENS;DRIVING;MISDEMEANOR;40.679980738;-73.776233907
BRONX;HEALTH&DRUGS;FELONY;40.821678052;-73.915181546
STATEN ISLAND;ASSAULT;VIOLATION;40.615530201;-74.084689069
BRONX;PUBLIC ORDER;MISDEMEANOR;40.854952367;-73.901579787
BRONX;PUBLIC ORDER;MISDEMEANOR;40.842969108;-73.901734856
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.697154046;-73.94086896
BROOKLYN;THEFT&FRAUD;FELONY;40.661076321;-73.958821762
BRONX;PUBLIC ORDER;MISDEMEANOR;40.863275438;-73.902919595
BROOKLYN;ASSAULT;FELONY;40.69195934;-73.955618576
BRONX;THEFT&FRAUD;MISDEMEANOR;40.841382044;-73.891838127
MANHATTAN;HEALTH&DRUGS;FELONY;40.812486101;-73.941958638
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.726965031;-73.901047224
MANHATTAN;ASSAULT;MISDEMEANOR;40.803950497;-73.963154574
QUEENS;ASSAULT;MISDEMEANOR;40.771581516;-73.91939362
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.657776851;-73.939617173
BROOKLYN;ASSAULT;MISDEMEANOR;40.650594487;-73.922520118
BRONX;THEFT&FRAUD;FELONY;40.818841089;-73.905954215
BRONX;ASSAULT;MISDEMEANOR;40.864190693;-73.901182887
MANHATTAN;OTHER;FELONY;40.853418948;-73.928920584
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.873825021;-73.881266747
MANHATTAN;THEFT&FRAUD;FELONY;40.760110985;-73.98480819
QUEENS;THEFT&FRAUD;FELONY;40.727754526;-73.820711227
BROOKLYN;ASSAULT;MISDEMEANOR;40.684742138;-73.930917614
BRONX;THEFT&FRAUD;MISDEMEANOR;40.862794075;-73.901691102
QUEENS;ASSAULT;FELONY;40.753101075;-73.868603829
BRONX;ASSAULT;VIOLATION;40.879217072;-73.826132086
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.696549266;-73.939084394
BRONX;PUBLIC ORDER;MISDEMEANOR;40.817856697;-73.822773484
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.713806057;-73.951592824
BRONX;THEFT&FRAUD;MISDEMEANOR;40.885449566;-73.844896371
BRONX;ASSAULT;VIOLATION;40.849520655;-73.898482916
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.685144935;-73.977462531
MANHATTAN;THEFT&FRAUD;FELONY;40.861948368;-73.927136388
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.75012867;-73.987531779
BROOKLYN;THEFT&FRAUD;FELONY;40.721509352;-73.94287844
BRONX;THEFT&FRAUD;FELONY;40.864328139;-73.868405762
BROOKLYN;DRIVING;MISDEMEANOR;40.705480612;-73.950239125
BROOKLYN;ASSAULT;VIOLATION;40.668146816;-73.978895747
BROOKLYN;DRIVING;MISDEMEANOR;40.596168296;-73.961029497
BROOKLYN;ASSAULT;VIOLATION;40.708673331;-73.958579553
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.688724602;-73.967934684
BRONX;ASSAULT;FELONY;40.862413323;-73.831208468
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.622737498;-74.031362874
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.831440178;-73.89129057
QUEENS;ASSAULT;MISDEMEANOR;40.679980738;-73.776233907
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.84010193;-73.862476041
MANHATTAN;THEFT&FRAUD;FELONY;40.75314959;-73.980088774
BROOKLYN;THEFT&FRAUD;FELONY;40.692472445;-73.972707286
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.678893174;-73.891896158
MANHATTAN;THEFT&FRAUD;FELONY;40.761921933;-73.968415651
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.697187058;-73.946639013
QUEENS;ASSAULT;MISDEMEANOR;40.713269263;-73.911910717
BRONX;THEFT&FRAUD;FELONY;40.816327333;-73.917225961
BROOKLYN;OTHER;FELONY;40.714070102;-73.952912872
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.566416677;-74.108478988
BROOKLYN;HEALTH&DRUGS;FELONY;40.6587917;-73.912818833
MANHATTAN;ASSAULT;VIOLATION;40.751449824;-73.976050545
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.67278405;-73.866472894
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.799118632;-73.968556923
BROOKLYN;ASSAULT;VIOLATION;40.671096151;-73.923858951
BROOKLYN;ASSAULT;FELONY;40.690963815;-73.906570901
MANHATTAN;THEFT&FRAUD;FELONY;40.752198698;-73.993465045
BROOKLYN;ASSAULT;MISDEMEANOR;40.669108456;-73.936658202
STATEN ISLAND;ASSAULT;MISDEMEANOR;40.631164998;-74.146913753
BRONX;PUBLIC ORDER;MISDEMEANOR;40.870792818;-73.884649242
MANHATTAN;THEFT&FRAUD;FELONY;40.858761753;-73.931590022
QUEENS;ASSAULT;FELONY;40.679754822;-73.791871149
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.648156083;-73.94446198
BROOKLYN;PUBLIC ORDER;FELONY;40.672585871;-73.873261458
BROOKLYN;ASSAULT;VIOLATION;40.576645978;-73.976480396
QUEENS;THEFT&FRAUD;FELONY;40.755280085;-73.936287509
BRONX;THEFT&FRAUD;MISDEMEANOR;40.854810951;-73.906452813
MANHATTAN;THEFT&FRAUD;FELONY;40.722415566;-73.999334029
BRONX;PUBLIC ORDER;MISDEMEANOR;40.862441565;-73.891192895
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.789347893;-73.947352413
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.75166748;-73.83394337
MANHATTAN;ASSAULT;VIOLATION;40.736833222;-73.988750312
QUEENS;THEFT&FRAUD;FELONY;40.760626741;-73.936091079
BRONX;OTHER;FELONY;40.837228619;-73.906784717
MANHATTAN;THEFT&FRAUD;FELONY;40.771711194;-73.956247784
BRONX;THEFT&FRAUD;MISDEMEANOR;40.844409624;-73.844034273
BROOKLYN;THEFT&FRAUD;FELONY;40.697775265;-73.912183632
BROOKLYN;PUBLIC ORDER;FELONY;40.641432408;-74.017819698
BROOKLYN;ASSAULT;VIOLATION;40.643411912;-73.927540781
BRONX;ASSAULT;VIOLATION;40.827414051;-73.877945775
BROOKLYN;OTHER;FELONY;40.673053393;-73.943244389
QUEENS;OTHER;FELONY;40.76868465;-73.930227646
BROOKLYN;ASSAULT;VIOLATION;40.678241175;-73.890325314
QUEENS;PUBLIC ORDER;FELONY;40.579908925;-73.83321482
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.659728433;-73.939698305
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.783004522;-73.95303023
BRONX;ASSAULT;VIOLATION;40.856776449;-73.841409732
BROOKLYN;THEFT&FRAUD;FELONY;40.692032332;-73.981791035
QUEENS;THEFT&FRAUD;FELONY;40.759869755;-73.828970412
BROOKLYN;ASSAULT;VIOLATION;40.693531005;-73.911082147
QUEENS;DRIVING;MISDEMEANOR;40.76463259;-73.871775891
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.778412523;-73.98208877
MANHATTAN;ASSAULT;FELONY;40.855241729;-73.929406644
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.70110601;-73.903570494
BRONX;ASSAULT;FELONY;40.827024803;-73.90468882
BRONX;THEFT&FRAUD;MISDEMEANOR;40.821314468;-73.899891669
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.756266207;-73.990501248
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.770235534;-73.917893381
STATEN ISLAND;THEFT&FRAUD;FELONY;40.544026741;-74.168148508
BROOKLYN;ASSAULT;MISDEMEANOR;40.677351464;-73.972580081
BRONX;ASSAULT;VIOLATION;40.822064206;-73.914032098
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.748695941;-73.884124397
MANHATTAN;THEFT&FRAUD;FELONY;40.757839003;-73.991212111
MANHATTAN;THEFT&FRAUD;FELONY;40.756266207;-73.990501248
MANHATTAN;ASSAULT;MISDEMEANOR;40.778504447;-73.956315535
BRONX;HEALTH&DRUGS;FELONY;40.849725796;-73.910909504
QUEENS;THEFT&FRAUD;FELONY;40.771975769;-73.907139606
BRONX;PUBLIC ORDER;MISDEMEANOR;40.861845475;-73.902950605
MANHATTAN;ASSAULT;MISDEMEANOR;40.82898688;-73.946667017
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.662702186;-73.88123163
QUEENS;ASSAULT;MISDEMEANOR;40.761179154;-73.830934376
BROOKLYN;ASSAULT;MISDEMEANOR;40.655538482;-73.884098793
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.651733487;-73.911022529
BRONX;ASSAULT;VIOLATION;40.815940191;-73.929401366
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.668965415;-73.898022346
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.751113794;-73.868531956
QUEENS;ASSAULT;VIOLATION;40.680324341;-73.798802554
BRONX;ASSAULT;MISDEMEANOR;40.816171303;-73.930315146
BROOKLYN;ASSAULT;FELONY;40.700319868;-73.990905929
MANHATTAN;ASSAULT;VIOLATION;40.786431944;-73.97806742
MANHATTAN;ASSAULT;VIOLATION;40.7522284;-73.971924858
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.69813891;-73.788618522
MANHATTAN;THEFT&FRAUD;FELONY;40.783852245;-73.979989319
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.626831157;-74.026710369
BRONX;PUBLIC ORDER;MISDEMEANOR;40.841694933;-73.911108193
MANHATTAN;THEFT&FRAUD;FELONY;40.725075199;-74.002999537
STATEN ISLAND;ASSAULT;VIOLATION;40.623848889;-74.081979859
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.664416386;-73.891022091
QUEENS;ASSAULT;MISDEMEANOR;40.751279035;-73.823741029
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.728110915;-73.949655775
QUEENS;ASSAULT;VIOLATION;40.706184974;-73.834590473
BROOKLYN;ASSAULT;MISDEMEANOR;40.675912216;-73.910968641
MANHATTAN;ASSAULT;VIOLATION;40.832941761;-73.935432593
BRONX;THEFT&FRAUD;FELONY;40.881755556;-73.882355561
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.702308165;-73.819196369
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.778357615;-73.952863804
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.651358993;-73.938567061
BROOKLYN;ASSAULT;MISDEMEANOR;40.651939037;-73.945806672
QUEENS;ASSAULT;MISDEMEANOR;40.702566199;-73.910327138
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.802765805;-73.939572343
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.772163349;-73.95437371
BRONX;ASSAULT;VIOLATION;40.844912296;-73.878604003
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.690149375;-73.806053278
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.76795511;-73.982362342
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.732828332;-73.986062857
MANHATTAN;OTHER;FELONY;40.739161316;-74.001105672
BROOKLYN;ASSAULT;VIOLATION;40.672880145;-73.923691086
BROOKLYN;ASSAULT;MISDEMEANOR;40.677768742;-73.972886355
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.745668569;-73.988662207
BROOKLYN;DRIVING;MISDEMEANOR;40.70537339;-73.928977447
MANHATTAN;WEAPONS;FELONY;40.725944358;-73.985061313
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.74865387;-73.815966768
QUEENS;THEFT&FRAUD;FELONY;40.702150693;-73.912534918
